time,u
0.0,9.208857758445609
0.05102040816326531,-3.406938069933824
0.10204081632653061,-8.007108619509902
0.15306122448979592,-8.417659438626368
0.20408163265306123,-6.8418327168083835
0.25510204081632654,-4.484150457975937
0.30612244897959184,-1.9702245493466177
0.35714285714285715,0.390940818841097
0.40816326530612246,2.4597501064316236
0.45918367346938777,4.18459567330094
0.5102040816326531,5.552582025773325
0.5612244897959184,6.555354080748479
0.6122448979591837,7.162073106534263
0.6632653061224489,7.2904125266836814
0.7142857142857143,6.739857670321677
0.7653061224489797,5.003683363712998
0.8163265306122449,1.1323155135823328
0.8673469387755102,-4.934557679414817
0.9183673469387755,-9.49010436973274
0.9693877551020409,-9.007011059633081
1.0204081632653061,-5.4460623541666235
1.0714285714285714,-1.2019018928388094
1.1224489795918369,2.869714532040115
1.1734693877551021,6.61852183457577
1.2244897959183674,10.4953412277912
1.2755102040816326,15.411620635830339
1.3265306122448979,22.464139697056293
1.3775510204081634,32.33077980255203
1.4285714285714286,40.6500194021446
1.4795918367346939,20.144232338708928
1.5306122448979593,-50.000000429880714
1.5816326530612246,-50.00000048496841
1.6326530612244898,-50.000000471497266
1.683673469387755,-45.819619731416225
1.7346938775510203,-29.294158019626753
1.7857142857142858,-26.2768765671395
1.836734693877551,-30.119510668167077
1.8877551020408163,-21.947076048667522
1.9387755102040818,6.051586188761148
1.989795918367347,50.00000034006391
2.0408163265306123,50.000000464761655
2.0918367346938775,50.00000044776336
2.142857142857143,49.358222308679274
2.193877551020408,30.540655966618235
2.2448979591836737,9.310251885410695
2.295918367346939,-12.339834097480693
2.3469387755102042,-26.602402514444943
2.3979591836734695,-28.39284686311842
2.4489795918367347,-18.40735943706747
2.5,0.48172682432852765
